CompanyName                                     |BSE Code  |
Suryalakshmi Cotton Mills Limited               |521200    |
Suryalata Spinning Mills Ltd.                   |514138    |
Suryavanshi Spinning Mills Ltd                  |514140    |
Sutlej Textiles & Industries Ltd(NDA)           |532782    |
Suven Life Sciences Ltd.                        |530239    |
Suzlon Energy Limited                           |532667    |
Swasti Vinayaka Gems Corporation (NDA)          |512257    |
Swiss Glascoat Equipments Ltd                   |522215    |
Switching Technology Gunther Ltd(NDA)           |517201    |
Sybly Industries Ltd(NDA)                       |531499    |
Syncom Formulations India Ltd(NDA)              |524470    |
Syndicate Bank Ltd.                             |532276    |
T&I GLOBAL L                                    |522294    |
T. Spiritual World Ltd                          |532444    |
T25BHIPD                                        |533128    |
TAKE Solutions Limited                          |532890    |
TARAI FOOD L                                    |519285    |
TATA SM1AD                                      |533084    |
TATA SM1AG                                      |533085    |
TATA SM1BG                                      |533087    |
TATIA GLOB                                      |521228    |
TCFC Finance Ltd                                |532284    |
TCI Industries Ltd.                             |532262    |
TCM LIMITED                                     |524156    |
TEEST AGRO I                                    |524204    |
TELECANOR                                       |530595    |
TERAI TEA CO                                    |530533    |
TEXPLAST IND                                    |530635    |
TFMP25ASDR                                      |533119    |
THAMBBI MODERN SPI INR10                        |514484    |
THINKSOFT                                       |533121    |
TIMEXWAT CRP                                    |700110    |
TIRUPATI IND                                    |531547    |
TIRUPATI SAR                                    |531814    |
TIRUPATI STA                                    |524582    |
TITAN BIOTEC(BSE INDONEXT)                      |524717    |
TITAN SECURI                                    |530045    |
TOKYO FINANC                                    |531644    |
TOYAM ELECTR(BSE INDONEXT)                      |517407    |
TPL Plastech Limited                            |526582    |
TRAN FRE CON                                    |513063    |
TRANS ASIAC                                     |530783    |
TRANSCON RES                                    |531318    |
TRANSCORP IN                                    |532410    |
TRANSPEK FIN                                    |531254    |
TRC FINAN SE                                    |511730    |
TRIBHVAN HSG                                    |531703    |
TRIJAL INDUS                                    |531658    |
TRISH ELEC I                                    |531279    |
TT Ltd(NDA)                                     |514142    |
TTK Prestige Limited                            |517506    |
TV Today Network Ltd.                           |532515    |
TVS Electronics Ltd (Merged)                    |532513    |
TVS Motor Company Limited                       |532343    |
Tai Industries Ltd                              |519483    |
Taj GVK Hotels & Resorts Limited                |532390    |
Tamil Nadu Newsprint & Papers Limited           |531426    |
Tamilnadu Jay Bharath Mills Ltd                 |521038    |
Tamilnadu Telecommunications Ltd(NDA)           |523419    |
Taneja Aerospace & Aviation Ltd.                |522229    |
Tanla Solutions Limited                         |532790    |
Tantia Constructions Limited                    |532738    |
Tata Coffee Ltd.                                |532301    |
Tata Consultancy Services Limited               |532540    |
Tata Metaliks Limited                           |513434    |
Tata Sponge Iron Ltd                            |513010    |
Tata Teleservices (Maharashtra) Limited         |532371    |
Tech Mahindra Limited                           |532755    |
Techno Forge Ltd                                |522142    |
Technocraft Industries (India) Limited          |532804    |
Techtran Polylenses Ltd                         |523455    |
Teledata Informatics Ltd .(India)               |532358    |
Teledata Technology Solutions Limited           |533089    |
Telephoto Entertainments Ltd(NDA)               |532355    |
Television Eighteen India Limited               |532299    |
Temptation Foods Ltd.                           |519228    |
Tera Software Ltd.                              |590020    |
Thakkars Developers Ltd(NDA)                    |526654    |
The Andhra Sugars Limited                       |590062    |
The Dhanalakshmi Bank Limited                   |532180    |
The KCP Ltd                                     |590066    |
The Sandesh Ltd.                                |526725    |
The Saraswati Industrial Syndicate Ltd          |533033    |
The Shipping Corporation of India Ltd.          |523598    |
Themis Medicare Ltd                             |530199    |
Tide Water Oil India Ltd                        |590005    |
Time Technoplast Limited                        |532856    |
Times Guaranty Ltd(NDA)                         |511559    |
Timken India Limited                            |522113    |
Tips Industries Limited                         |532375    |
Tirupati Foam Ltd                               |590035    |
Titagarh Wagons Ltd                             |532966    |
Tonira Pharma Ltd(NDA)                          |530155    |
Torrent Gujarat Biotech Ltd                     |523856    |
Torrent Power Limited                           |532779    |
Tourism Finance Corporation of India Ltd        |526650    |
Transformers & Rectifiers (India) Ltd.          |532928    |
Transgene Biotek Ltd                            |526139    |
Transport Corporation of India Limited          |532349    |
Transwarranty Finance Limited                   |532812    |
Trend Electronics Ltd(NDA)                      |517228    |
Tricom India Ltd.                               |531675    |
Trigyn Technologies Ltd                         |517562    |
Trimurthi Drugs & Pharmaceuticals Ltd           |590093    |
Trinethra Infra Ventures Limited                |590091    |
Triton Corp Ltd.                                |523387    |
Triveni Engineering & Industries Ltd.           |532356    |
Tulip Star Hotels Ltd(NDA)                      |531088    |
Tulip Telecom Limited                           |532691    |
Tulsi Extrusions Limited                        |532948    |
Tulsyan NEC Ltd(NDA)                            |513629    |
Tutis Technologies Ltd(NDA)                     |532311    |
Twenty First Century Printers Ltd(NDA)          |523301    |
Twin Star Software Export Ltd                   |531917    |
Tyche Industries Ltd(NDA)                       |532384    |
Tyroon Tea Ltd(NDA)                             |526945    |
U G HOTELS R                                    |526463    |
UCO Bank Limited                                |532505    |
UMS TECHNO                                      |530937    |
UNIMIN IND L                                    |530321    |
UNIROYAL IN                                     |521226    |
UNIROYAL MAR                                    |526113    |
UNITED DRI T                                    |522014    |
UNITED TEXTI                                    |521188    |
UNITEX DES                                      |532442    |
UNIVER STARC(BSE INDONEXT)                      |524408    |
UNIVERSAL A                                     |532378    |
UNJHA FORMUL                                    |531762    |
UPSURGE INVS                                    |531390    |
URJA GLOBAL                                     |526987    |
USHAKIRA FIN                                    |511507    |
UT Ltd(NDA)                                     |526879    |
UTI GOLD ETF                                    |590101    |
UTISUNDERETF                                    |590102    |
UTV Software Communications Ltd                 |532619    |
UV DER HORST                                    |522091    |
Ugar Sugar Works Limited                        |530363    |
UltraTech Cement Ltd.                           |532538    |
Unimers India Limited                           |524264    |
Union Bank of India                             |532477    |
Uniply Industries Ltd(NDA)                      |532646    |
United Breweries Limited                        |532478    |
United Credit Limited                           |531091    |
United Phosphorus Limited                       |512070    |
United Spirits Limited                          |532432    |
Unity Infraprojects Limited                     |532746    |
Universal Office Automation Ltd(NDA)            |523519    |
Uniworth Ltd(NDA)                               |514144    |
Upper Ganges Sugar & Industries Ltd.            |530505    |
Usha Martin Education & Solutions Ltd           |532398    |
Usha Martin Education & Solutions Ltd           |532398    |
Usha Martin Limited                             |517146    |
Ushdev International Ltd.                       |511736    |
Usher Agro Limited                              |532765    |
Uttam Galva Steels Ltd.                         |513216    |
Uttam Sugar Mills Limited                       |532729    |
V B C Industries Ltd.                           |524310    |
V R WOODART                                     |523888    |
V-Guard Industries Ltd.                         |532953    |
VADILAL ENTE                                    |519152    |
VAGHANI                                         |531676    |
VALLEY INDIANA LEI INR10                        |531962    |
VAMSHI RUBBE                                    |530369    |
VANTA COR SE                                    |530109    |
VARDHMAN LABORATOR INR10                        |524796    |
VAX HOUS FIN                                    |531650    |
VBC Ferro Alloys Limited                        |513005    |
VCCL LTD                                        |522015    |
VCK CAPI M S                                    |511493    |
VEDANT HOTEL                                    |531198    |
VENKAT PHARM                                    |532093    |
VENUS UNIVERSAL INR2.5                          |530769    |
VERITAS                                         |512229    |
VICTORY PAPE                                    |531234    |
VIJAY SOLVEX                                    |531069    |
VIKAS GLO                                       |530961    |
VINTAGE CARD                                    |532360    |
VINTAGE SECU                                    |531051    |
VINYOFLEX LT                                    |530401    |
VIRAT INDUST                                    |530521    |
VISHNU CHEM                                     |516072    |
VISION CORPO                                    |531668    |
VIVID IND                                       |524576    |
VJIL Consulting Limited                         |517429    |
VMF SOFT TEC                                    |519602    |
VOGUE TEXTILES LTD INR10                        |530583    |
VST Tillers Tractors Limited                    |531266    |
VTM LTD                                         |532893    |
VXL Instruments Ltd(NDA)                        |517399    |
Vadilal Industries Ltd(NDA)                     |519156    |
Vaibhav Gems Ltd.                               |532156    |
Vakrangee Softwares Ltd.                        |511431    |
Valecha Engineering Limited                     |532389    |
Valiant Communications Ltd.                     |526775    |
Vallabh Steels Ltd                              |513397    |
Valson Industries Ltd                           |530459    |
Valuemart Info Technologies Ltd(NDA)            |532338    |
Vama Industries Ltd.(NDA)                       |512175    |
Vanasthali Textiles Industries(NDA)             |521046    |
Vardhman Industries Ltd(NDA)                    |513534    |
Vardhman Polytex Ltd.                           |514175    |
Varun Industries Limited                        |532917    |
Vas Infrastructure Ltd(NDA)                     |531574    |
Veejay Lakshmi Engineering Works Ltd            |522267    |
Velan Hotels Ltd                                |526755    |
Venlon Enterprises Limited                      |524038    |
Ventura Textiles Ltd                            |516098    |
Venus Remedies Ltd.                             |526953    |
Venus Ventures Ltd(NDA)                         |531874    |
Vertex Securities Ltd                           |531950    |
Vertex Spinning Ltd.                            |531544    |
Vesuvius India Limited                          |520113    |
Viceroy Hotels Ltd.                             |523796    |
Vidhi Dyestuffs Manufacturing Ltd(NDA)          |531717    |
Vijay Shanthi Builders Ltd                      |523724    |
Vijay Textiles Ltd(NDA)                         |530151    |
Vijaya Bank                                     |532401    |
Vijayeswari Textiles Limited                    |532824    |
Vikas Granaries Limited                         |531518    |
Vikas WSP Limited                               |519307    |
Vikash Metal & Power Ltd.                       |532677    |
Vikram Thermo (India) Ltd(NDA)                  |530477    |
Vimal Oil & Foods Ltd                           |519373    |
Vimta Labs Ltd                                  |524394    |
Vinati Organics Ltd(NDA)                        |524200    |
Vinay Cements Ltd(NDA)                          |518051    |
Vindhya Telelink Ltd                            |517015    |
Vinyl Chemicals (India) Ltd                     |524129    |
Vippy Spinpro Ltd(NDA)                          |514302    |
Vipul Dye Chem Ltd                              |530627    |
Vipul Ltd.                                      |511726    |
Virat Crane Industries Ltd(NDA)                 |519457    |
Virinchi Technologies Ltd(NDA)                  |532372    |
Visa Steel Limited                              |532721    |
Visesh Infotecnis Ltd                           |532411    |
Vishal Exports Overseas Ltd(NDA)                |532618    |
Vishal Information Technologies Ltd.            |533011    |
Vishal Retail Limited                           |532867    |
Visisth Mercantile Ltd(NDA)                     |512279    |
Vista Pharmaceuticals Ltd(NDA)                  |524711    |
Visu International Ltd(NDA)                     |590038    |
Vivimed Labs Ltd                                |532660    |
Voith Paper Fabrics India Ltd(NDA)              |522122    |
Voltamp Transformers Limited                    |532757    |
Vulcan Engineers Ltd                            |522080    |
Vybra Automet Ltd(NDA)                          |520003    |
WABCO TVS INDIA Ltd                             |533023    |
WARNER MULTM                                    |511690    |
WELL PACK PA                                    |531249    |
WHITE DIAM I                                    |513713    |
WIM Plast Ltd                                   |526586    |
WINRO COMMR.                                    |512022    |
WOOLITE MERC                                    |512217    |
WORLDW LE EX                                    |526525    |
Wallfort Financial Services Ltd.(NDA)           |532053    |
Wanbury Limited                                 |524212    |
Waterbase Ltd(NDA)                              |523660    |
Wearology Ltd                                   |523628    |
Websol Energy Systems Limited                   |517498    |
Weizmann Ltd (NDA)                              |523011    |
Welcure Drugs & Pharmaceuticals Ltd             |524661    |
Wellworth Overseas Ltd(NDA)                     |531752    |
Welspun India Limited                           |514162    |
Welspun-Gujarat Stahl Rohren Limited            |532144    |
Western India Shipyard Limited                  |531217    |
Wheels India Ltd                                |590073    |
Williamson Financial Services Ltd               |519214    |
Williamson Magar and Co Ltd                     |519224    |
Windsor Machines Ltd(NDA)                       |522029    |
Winsome Breweries Ltd(NDA)                      |526471    |
Winsome Textile Industries Ltd                  |514470    |
Winsome Yarns Ltd                               |514348    |
Wintac Ltd                                      |524758    |
Wire and Wireless India Limited                 |532795    |
Wisec Global Ltd                                |511642    |
Wockhardt Limited                               |532300    |
XL Telecom & Energy Ltd.                        |532788    |
XO INFOTEC L                                    |532116    |
Xpro India Limited                              |590013    |
YARN SYNDICT                                    |514378    |
YASH MANA SA                                    |511601    |
YOGI SUNGWON                                    |522209    |
Yash Papers Limited                             |516030    |
Yashraj Containeurs Ltd                         |530063    |
Yes Bank Limited                                |532648    |
Yuken India Ltd(NDA)                            |522108    |
ZENIT HEALTC                                    |530665    |
ZENITH FIBRS(BSE INDONEXT)                      |514266    |
ZENU INFOTECH LTD INR10                         |531364    |
ZUARI FOREX                                     |530283    |
Zee News Limited                                |532794    |
Zen Technologies Limited                        |590032    |
Zenith Birla (India) Limited                    |531845    |
Zenith Computers Ltd.                           |517164    |
Zenith Exports Ltd(NDA)                         |512553    |
Zenith Infotech Ltd.                            |532298    |
Zenotech Laboratories Limited                   |532039    |
Zicom Electronic Security Systems Ltd.          |531404    |
Zigma Software Ltd(NDA)                         |532177    |
Zodiac Clothing Company Ltd.                    |521163    |
Zodiac JRD MKJ Ltd(NDA)                         |512587    |
Zyden Gentec Ltd(NDA)                           |530091    |
Zydus Wellness Limited(NDA)                     |531335    |
Zylog Systems Ltd.                              |532883    |
aurionPro Solutions Limited                     |532668    |
eClerx Services Limited                         |532927    |
